SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,TenureMonths,MonthlyCharges,ChurnLabel
No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),8220.4,72,115.6,No
No,Yes,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,1389.85,27,53.8,No
No,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6506.15,71,93.2,No
No,No,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.55,1,30.55,No
No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.2,1,19.2,No
Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),5348.65,59,88.75,No
No,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),5025.8,52,94.6,No
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,625.65,23,23.85,No
No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,190.1,9,24.6,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1110.05,53,19.9,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,348.8,18,19.0,No
No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),3007.25,47,63.8,No
No,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,4576.3,63,71.5,No
No,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3618.7,45,81.65,No
No,Yes,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,3865.45,52,75.4,No
No,No,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3109.9,31,99.45,No
No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,184.4,4,49.4,Yes
No,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,5511.65,58,91.55,No
No,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,723.4,9,79.55,Yes
No,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7334.05,64,115.1,No
No,No,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,357.6,6,59.45,No
No,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,2383.6,27,89.2,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),515.75,26,19.15,No
No,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,2723.75,32,86.1,No
No,No,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1156.35,18,60.6,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,1238.65,56,21.2,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),198.1,12,19.4,No
No,No,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),6603.8,64,100.3,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,186.15,9,20.25,No
No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,992.7,18,57.65,No
No,Yes,No,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),2511.3,41,60.3,No
No,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1,79.15,Yes
No,Yes,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),2434.45,67,36.15,No
No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,130.5,2,59.5,No
Yes,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,4959.15,62,84.45,No
Yes,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),4547.25,49,90.05,Yes
No,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,4594.65,46,103.15,No
Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1937.4,72,25.7,No
Yes,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),6141.65,72,84.8,No
Yes,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,93.7,2,44.7,Yes
No,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),3246.45,54,59.8,No
No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,86.35,3,24.6,No
No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,1,48.95,Yes
No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),216.2,11,19.7,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1188.25,59,19.85,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),67.1,3,20.75,No
No,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,5610.15,58,94.3,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1322.85,72,19.95,No
No,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,738.2,10,70.3,Yes
No,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),5435,63,83.5,No
Yes,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),1857.25,21,86.55,No
No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,1,50.05,No
No,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,3467,33,103.7,Yes
No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,449.75,9,55.35,Yes
No,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),5069.65,49,100.6,Yes
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,903.7,45,19.2,No
Yes,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1369.8,14,100.2,Yes
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),161.15,8,19.55,No
No,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),444.75,12,33.15,No
No,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),4765,60,79.2,No
No,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,2626.15,28,91.0,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),475.2,25,19.8,No
No,No,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,301.9,10,29.75,No
Yes,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2184.85,23,104.45,No
No,Yes,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,99.95,4,25.15,No
Yes,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7349.35,70,104.45,No
No,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5969.3,71,84.4,No
No,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1931.75,19,99.95,Yes
No,No,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4917.75,49,100.65,No
No,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,1,74.6,Yes
No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.2,4,25.45,No
No,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,701.3,7,94.1,No
No,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,1374.9,16,90.7,No
No,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,1423.15,25,54.2,No
No,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),830.7,10,80.05,Yes
No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.35,2,46.05,Yes
No,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4144.9,55,73.1,No
No,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),4375.8,68,62.65,No
Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,727.8,37,19.6,No
No,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1212.85,16,75.1,No
No,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),2893.4,46,60.75,No
No,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,5129.3,64,81.3,No
No,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),627.4,8,85.2,Yes
No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.7,2,44.45,No
No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,858.6,10,85.95,No
No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6339.3,72,89.7,No
No,Yes,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.75,3,35.15,Yes
No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1732.95,71,24.25,No
No,No,No,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,4348.1,53,80.6,No
No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4018.35,57,74.3,No
No,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),6096.9,72,83.7,No
No,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,498.1,5,94.45,Yes
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,1,19.9,Yes
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check, ,0,25.35,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,917.45,46,20.2,No
No,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.2,1,80.2,Yes
No,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),228,3,74.1,Yes
No,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,4298.45,42,99.0,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.2,2,20.35,Yes
Yes,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,85.15,2,44.95,Yes
No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4391.25,46,99.8,No
No,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),1537.9,18,84.3,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1355.1,71,19.9,No
No,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4089.45,51,83.25,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,708.8,35,19.65,No
No,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1742.75,22,79.2,Yes
No,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),2085.45,23,96.9,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,927.1,46,19.95,No
No,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,1,80.5,Yes
No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),3533.6,50,70.35,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),224.5,12,20.3,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1118.8,57,20.75,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1090.6,54,20.4,No
No,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5364.8,52,103.05,No
No,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,257.05,3,91.85,Yes
No,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),4908.25,72,69.65,No
No,No,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),332.45,4,80.8,Yes
No,No,No,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,1620.2,29,55.25,No
No,Yes,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,990.85,18,57.45,Yes
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),520.55,27,19.55,No
No,Yes,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),4575.35,72,65.7,No
No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,4295.35,44,94.4,No
No,No,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,159.15,3,55.15,Yes
No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,1070.15,43,25.1,No
No,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),515.45,7,69.85,No
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1336.65,64,19.8,No
No,No,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,688.5,11,60.9,No
No,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,340.4,6,55.0,No
No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.3,1,44.3,No
No,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,4533.7,47,98.75,Yes
Yes,No,No,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,1505.85,18,85.45,Yes
No,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),3886.45,36,104.8,No
No,No,No,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),979.05,12,85.15,No
Yes,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,762.5,9,84.45,Yes
Yes,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),6223.3,65,95.45,No
Yes,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),6079,67,94.65,No
No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4209.95,43,99.3,No
Yes,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,477.7,5,89.5,Yes
No,No,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,2215,21,103.85,No
Yes,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,181.7,2,94.0,Yes
No,Yes,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),2763.35,42,63.7,No
No,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),4786.1,59,79.85,No
No,No,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,571.05,7,78.5,No
No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,592.65,24,24.6,No
No,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4747.85,45,103.65,No
No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.05,1,21.05,No
No,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4213.35,41,102.6,Yes
No,No,No,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,3019.1,37,80.05,No
No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,105.6,2,45.85,No
No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1255.1,52,23.05,No
No,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),5882.75,68,86.5,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,739.35,35,19.85,No
No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,83.3,4,20.05,No
No,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1676.95,23,79.15,Yes
No,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),6585.35,71,93.7,Yes
No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1073.3,22,50.6,No
Yes,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),4188.4,40,103.75,No
No,No,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),5233.25,68,76.75,No
Yes,Yes,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,943.85,12,79.2,No
No,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),3539.25,43,84.25,No
No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,1719.15,71,24.55,No
No,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,262.3,5,51.35,No
No,No,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),3795.45,58,64.9,No
No,Yes,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,1900.25,23,83.8,Yes
Yes,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,2655.25,25,105.95,Yes
No,No,No,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,2774.55,44,65.4,No
No,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2832.75,55,50.55,No
Yes,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3121.1,30,104.1,No
No,Yes,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),2263.4,29,75.3,No
No,Yes,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2333.85,45,50.9,No
No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,828.85,42,20.7,No
No,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,1282.85,23,57.75,No
No,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,240.45,3,89.45,Yes
No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),900.9,49,20.45,No
